date,avg_difangle,var_difangle,avgdis,vardis,decardis,movdistr_mean_a,movdistr_var_a,movdistr_mean_b,movdistr_var_b,motionsync_a_1,motionsync_a_2,motionsync_a_3,motionsync_a_4,motion_reaction_a,motion_reaction_b,varpos_a,varpos_b,M_1,M_2,M_3,M_4,M_5,M_6,PP_M_1,PP_M_2,PP_M_3,PP_M_4,PP_M_5,PP_M_6,
11282111_F,124.52456016868649,77.2776052966425,193.53331816705403,61.24142591649974,2.5349037747649277,25.936289035787553,22.495786109901047,63.01170928667564,47.9587761534166,4220, 137,  46,  67,5.60258625276232,18.438347820585857,44.23189391845651,252.2167800717437,0,0,4,6,1,1,0,0,2,1,1,1
11282111_M,137.3087929566964,745.0764960720754,183.76274133685087,211.4482296989773,2.5349037747649277,63.01170928667564,47.9587761534166,25.936289035787553,22.495786109901047,3169, 872, 271, 158,18.438347820585857,5.60258625276232,252.2167800717437,44.23189391845651,0,0,2,1,1,1,0,0,4,6,1,1
11212114_M,111.9367739068285,52.919741480120614,210.2209000997307,24.533161259050072,6.386353113432278,17.026221021832097,26.636175857982593,39.74087591240876,34.19437294390679,4335,  86,  42,   7,3.6609181465904133,10.12841659421251,9.96144846008277,83.94286568569483,0,1,6,6,6,4,0,0,2,2,1,1
11212114_F,160.96840822294527,6.664048035094625,146.67445983846574,109.84949776096657,6.386353113432278,39.74087591240876,34.19437294390679,17.026221021832097,26.636175857982593,4106, 244,  90,  30,10.12841659421251,3.6609181465904133,83.94286568569483,9.96144846008277,0,0,2,2,1,1,0,1,6,6,6,4
11222114_F,167.6033372216403,6.851547728388582,178.4987540258566,67.80814455007491,2.980076477876878,38.43771546770857,35.54220050521454,46.72445695897024,42.3229963841786,3282, 889, 224,  75,7.667234202825374,14.390687033356595,61.41632852602676,190.18180867794862,0,1,5,4,2,1,0,1,6,5,7,4
11222114_M,166.9303485190021,51.79616523066063,145.1763180264893,157.98335093830482,2.980076477876878,46.72445695897024,42.3229963841786,38.43771546770857,35.54220050521454,3236,1060, 146,  28,14.390687033356595,7.667234202825374,190.18180867794862,61.41632852602676,0,1,6,5,7,4,0,1,5,4,2,1
11402109_M,177.40032897304496,5.510986682210479,182.27154573574944,44.586948433938176,12.48387315925487,32.47264645543652,29.709645422516804,41.25178942507504,31.824255388610002,3958, 324, 133,  55,6.895573995352245,8.494739161868456,60.4887541301661,55.04795276215489,0,1,6,6,2,1,0,1,7,7,1,1
11402109_F,156.36222034964945,9.166796428743291,173.62181345578801,62.77922565687779,12.48387315925487,41.25178942507504,31.824255388610002,32.47264645543652,29.709645422516804,4140, 245,  58,  27,8.494739161868456,6.895573995352245,55.04795276215489,60.4887541301661,0,1,7,7,1,1,0,1,6,6,2,1
11252113_M,170.1591313082226,17.549810252769397,129.07519286556055,18.361253385009288,-1.7059548382151775,31.92361887720868,33.975716148754664,40.46489241223103,36.54323850565333,3392, 687, 339,  52,5.6625156766594404,7.424357736930719,22.019616545956303,25.657945438352826,0,0,4,5,2,2,0,0,4,6,1,3
11252113_F,178.6273148470439,1.9603441319129085,196.70077096475006,26.24670187293525,-1.7059548382151775,40.46489241223103,36.54323850565333,31.92361887720868,33.975716148754664,2427,1461, 460, 122,7.424357736930719,5.6625156766594404,25.657945438352826,22.019616545956303,0,0,4,6,1,3,0,0,4,5,2,2
